dc:identifier,dc:modified,ayto:Linea,dc:EtiquetaLinea,ayto:NombreSublinea,ayto:SentidoRuta,ayto:Ruta,ayto:NParada,ayto:NombreParada,ayto:PuntoKM,ayto:PosX,ayto:PosY,uri
61-203-366-1-158-2539,2025-02-28T21:02:09.933Z,61,6C1,COMPLEJO DEPORTIVO,1,366,158,CALLE REPUENTE 15,2539,433115.4,4813458.14,http://datos.santander.es/api/datos/lineas_bus_secuencia/61-203-366-1-158-2539.csv
61-203-366-1-159-3206,2025-02-28T21:02:09.933Z,61,6C1,COMPLEJO DEPORTIVO,1,366,159,BARRIO LA TORRE 95,3206,433690.27,4813709.15,http://datos.santander.es/api/datos/lineas_bus_secuencia/61-203-366-1-159-3206.csv
61-203-366-1-160-3774,2025-02-28T21:02:09.933Z,61,6C1,COMPLEJO DEPORTIVO,1,366,160,BARRIO LA TORRE 1,3774,434166.4,4813964.45,http://datos.santander.es/api/datos/lineas_bus_secuencia/61-203-366-1-160-3774.csv
61-203-366-1-161-4097,2025-02-28T21:02:09.933Z,61,6C1,COMPLEJO DEPORTIVO,1,366,161,JORGE SEPULVEDA 11,4097,434467.49,4814012.46,http://datos.santander.es/api/datos/lineas_bus_secuencia/61-203-366-1-161-4097.csv
61-203-366-1-162-4324,2025-02-28T21:02:09.933Z,61,6C1,COMPLEJO DEPORTIVO,1,366,162,AVENIDA CANTABRIA 43,4324,434671.59,4814102.12,http://datos.santander.es/api/datos/lineas_bus_secuencia/61-203-366-1-162-4324.csv
61-203-366-1-163-5278,2025-02-28T21:02:09.933Z,61,6C1,COMPLEJO DEPORTIVO,1,366,163,PADRE MENNI,5278,435159.94,4814230.22,http://datos.santander.es/api/datos/lineas_bus_secuencia/61-203-366-1-163-5278.csv
61-203-366-1-164-5761,2025-02-28T21:02:09.933Z,61,6C1,COMPLEJO DEPORTIVO,1,366,164,AVENIDA CANTABRIA 11,5761,435604.37,4814363.32,http://datos.santander.es/api/datos/lineas_bus_secuencia/61-203-366-1-164-5761.csv
61-203-366-1-171-7265,2025-02-28T21:02:09.933Z,61,6C1,COMPLEJO DEPORTIVO,1,366,171,ALCALDE VEGA LAMERA 1,7265,435932.8,4813874.0,http://datos.santander.es/api/datos/lineas_bus_secuencia/61-203-366-1-171-7265.csv
61-203-366-1-173-11797,2025-02-28T21:02:09.933Z,61,6C1,COMPLEJO DEPORTIVO,1,366,173,GRUPO SAN FRANCISCO,11797,433379.1,4812773.41,http://datos.santander.es/api/datos/lineas_bus_secuencia/61-203-366-1-173-11797.csv
61-203-366-1-174-12195,2025-02-28T21:02:09.933Z,61,6C1,COMPLEJO DEPORTIVO,1,366,174,GENERAL DAVILA 314,12195,433007.97,4812634.23,http://datos.santander.es/api/datos/lineas_bus_secuencia/61-203-366-1-174-12195.csv
61-203-366-1-175-12679,2025-02-28T21:02:09.933Z,61,6C1,COMPLEJO DEPORTIVO,1,366,175,FACULTAD DE MEDICINA,12679,432590.75,4812406.72,http://datos.santander.es/api/datos/lineas_bus_secuencia/61-203-366-1-175-12679.csv
61-203-366-1-176-13059,2025-02-28T21:02:09.933Z,61,6C1,COMPLEJO DEPORTIVO,1,366,176,CARDENAL HERRERA ORIA 26,13059,432236.2,4812324.0,http://datos.santander.es/api/datos/lineas_bus_secuencia/61-203-366-1-176-13059.csv
61-203-366-1-177-13438,2025-02-28T21:02:09.933Z,61,6C1,COMPLEJO DEPORTIVO,1,366,177,CARDENAL HERRERA ORIA 42,13438,431875.05,4812295.02,http://datos.santander.es/api/datos/lineas_bus_secuencia/61-203-366-1-177-13438.csv
61-203-366-1-178-13711,2025-02-28T21:02:09.933Z,61,6C1,COMPLEJO DEPORTIVO,1,366,178,CARDENAL HERRERA ORIA 76,13711,431622.41,4812201.08,http://datos.santander.es/api/datos/lineas_bus_secuencia/61-203-366-1-178-13711.csv
61-203-366-1-179-14701,2025-02-28T21:02:09.933Z,61,6C1,COMPLEJO DEPORTIVO,1,366,179,RESIDENCIA SANTA LUCIA,14701,431216.59,4812038.11,http://datos.santander.es/api/datos/lineas_bus_secuencia/61-203-366-1-179-14701.csv
61-203-366-1-180-15052,2025-02-28T21:02:09.933Z,61,6C1,COMPLEJO DEPORTIVO,1,366,180,CARDENAL HERRERA ORIA 130,15052,430897.99,4811909.98,http://datos.santander.es/api/datos/lineas_bus_secuencia/61-203-366-1-180-15052.csv
61-203-366-1-181-15717,2025-02-28T21:02:09.933Z,61,6C1,COMPLEJO DEPORTIVO,1,366,181,AVENIDA DEL DEPORTE 15,15717,430875.25,4812415.41,http://datos.santander.es/api/datos/lineas_bus_secuencia/61-203-366-1-181-15717.csv
61-203-366-1-213-6179,2025-02-28T21:02:09.933Z,61,6C1,COMPLEJO DEPORTIVO,1,366,213,AVENIDA CANTABRIA 10,6179,435961.92,4814524.29,http://datos.santander.es/api/datos/lineas_bus_secuencia/61-203-366-1-213-6179.csv
61-203-366-1-339-2900,2025-02-28T21:02:09.933Z,61,6C1,COMPLEJO DEPORTIVO,1,366,339,BARRIO LA TORRE 123,2900,433434.87,4813544.85,http://datos.santander.es/api/datos/lineas_bus_secuencia/61-203-366-1-339-2900.csv
61-203-366-1-39-8891,2025-02-28T21:02:09.933Z,61,6C1,COMPLEJO DEPORTIVO,1,366,39,PASEO DE PEREDA,8891,435258.42,4812645.73,http://datos.santander.es/api/datos/lineas_bus_secuencia/61-203-366-1-39-8891.csv
61-203-366-1-40-9332,2025-02-28T21:02:09.933Z,61,6C1,COMPLEJO DEPORTIVO,1,366,40,CORREOS,9332,434821.86,4812597.12,http://datos.santander.es/api/datos/lineas_bus_secuencia/61-203-366-1-40-9332.csv
61-203-366-1-42-9811,2025-02-28T21:02:09.933Z,61,6C1,COMPLEJO DEPORTIVO,1,366,42,JESUS DE MONASTERIO 12,9811,434352.71,4812629.96,http://datos.santander.es/api/datos/lineas_bus_secuencia/61-203-366-1-42-9811.csv
61-203-366-1-43-10406,2025-02-28T21:02:09.933Z,61,6C1,COMPLEJO DEPORTIVO,1,366,43,SAN FERNANDO 22,10406,433781.15,4812477.88,http://datos.santander.es/api/datos/lineas_bus_secuencia/61-203-366-1-43-10406.csv
61-203-366-1-44-10785,2025-02-28T21:02:09.933Z,61,6C1,COMPLEJO DEPORTIVO,1,366,44,SAN FERNANDO 66,10785,433423.91,4812350.44,http://datos.santander.es/api/datos/lineas_bus_secuencia/61-203-366-1-44-10785.csv
61-203-366-1-440-15223,2025-02-28T21:02:09.933Z,61,6C1,COMPLEJO DEPORTIVO,1,366,440,AVENIDA VICENTE TRUEBA 8,15223,430834.88,4811999.51,http://datos.santander.es/api/datos/lineas_bus_secuencia/61-203-366-1-440-15223.csv
61-203-366-1-464-4978,2025-02-28T21:02:09.933Z,61,6C1,COMPLEJO DEPORTIVO,1,366,464,CALLE LA PEREDA,4978,435044.61,4814423.24,http://datos.santander.es/api/datos/lineas_bus_secuencia/61-203-366-1-464-4978.csv
61-203-366-1-465-322,2025-02-28T21:02:09.933Z,61,6C1,COMPLEJO DEPORTIVO,1,366,465,AVENIDA DEL DEPORTE 9,322,431437.73,4812567.68,http://datos.santander.es/api/datos/lineas_bus_secuencia/61-203-366-1-465-322.csv
61-203-366-1-473-14101,2025-02-28T21:02:09.933Z,61,6C1,COMPLEJO DEPORTIVO,1,366,473,RICARDO LEON,14101,431431.96,4811978.71,http://datos.santander.es/api/datos/lineas_bus_secuencia/61-203-366-1-473-14101.csv
61-203-366-1-480-4686,2025-02-28T21:02:09.933Z,61,6C1,COMPLEJO DEPORTIVO,1,366,480,MARQUES DE HAZAS,4686,434830.83,4814297.42,http://datos.santander.es/api/datos/lineas_bus_secuencia/61-203-366-1-480-4686.csv
61-203-366-1-505-4572,2025-02-28T21:02:09.933Z,61,6C1,COMPLEJO DEPORTIVO,1,366,505,AVENIDA CANTABRIA 35,4572,434901.67,4814192.02,http://datos.santander.es/api/datos/lineas_bus_secuencia/61-203-366-1-505-4572.csv
61-203-366-1-515-6482,2025-02-28T21:02:09.933Z,61,6C1,COMPLEJO DEPORTIVO,1,366,515,INTERCAMBIADOR DEL SARDINERO 2,6482,436138.46,4814369.49,http://datos.santander.es/api/datos/lineas_bus_secuencia/61-203-366-1-515-6482.csv
61-203-366-1-76-8326,2025-02-28T21:02:09.933Z,61,6C1,COMPLEJO DEPORTIVO,1,366,76,CASIMIRO SAINZ 9,8326,435649.4,4812881.28,http://datos.santander.es/api/datos/lineas_bus_secuencia/61-203-366-1-76-8326.csv
61-203-366-1-77-9520,2025-02-28T21:02:09.933Z,61,6C1,COMPLEJO DEPORTIVO,1,366,77,CALVO SOTELO 1,9520,434634.27,4812588.55,http://datos.santander.es/api/datos/lineas_bus_secuencia/61-203-366-1-77-9520.csv
62-204-367-1-10-5135,2025-02-28T21:02:09.933Z,62,6C2,COMPLEJO RUTH BEITIA C2,1,367,10,CUATRO CAMINOS,5135,433332.95,4812298.22,http://datos.santander.es/api/datos/lineas_bus_secuencia/62-204-367-1-10-5135.csv
62-204-367-1-11-5606,2025-02-28T21:02:09.933Z,62,6C2,COMPLEJO RUTH BEITIA C2,1,367,11,SAN FERNANDO,5606,433774.01,4812459.48,http://datos.santander.es/api/datos/lineas_bus_secuencia/62-204-367-1-11-5606.csv
62-204-367-1-12-6242,2025-02-28T21:02:09.933Z,62,6C2,COMPLEJO RUTH BEITIA C2,1,367,12,JESUS DE MONASTERIO 21,6242,434383.45,4812617.23,http://datos.santander.es/api/datos/lineas_bus_secuencia/62-204-367-1-12-6242.csv
62-204-367-1-13-6449,2025-02-28T21:02:09.933Z,62,6C2,COMPLEJO RUTH BEITIA C2,1,367,13,AYUNTAMIENTO,6449,434576.7,4812586.76,http://datos.santander.es/api/datos/lineas_bus_secuencia/62-204-367-1-13-6449.csv
62-204-367-1-144-4496,2025-02-28T21:02:09.933Z,62,6C2,COMPLEJO RUTH BEITIA C2,1,367,144,COLEGIO LA SALLE,4496,433460.24,4812707.05,http://datos.santander.es/api/datos/lineas_bus_secuencia/62-204-367-1-144-4496.csv
62-204-367-1-145-4773,2025-02-28T21:02:09.933Z,62,6C2,COMPLEJO RUTH BEITIA C2,1,367,145,CAMILO ALONSO VEGA 19,4773,433299.92,4812480.95,http://datos.santander.es/api/datos/lineas_bus_secuencia/62-204-367-1-145-4773.csv
62-204-367-1-146-6672,2025-02-28T21:02:09.933Z,62,6C2,COMPLEJO RUTH BEITIA C2,1,367,146,CATEDRAL,6672,434803.52,4812579.39,http://datos.santander.es/api/datos/lineas_bus_secuencia/62-204-367-1-146-6672.csv
62-204-367-1-15-6973,2025-02-28T21:02:09.933Z,62,6C2,COMPLEJO RUTH BEITIA C2,1,367,15,JARDINES DE PEREDA,6973,435103.65,4812610.0,http://datos.santander.es/api/datos/lineas_bus_secuencia/62-204-367-1-15-6973.csv
62-204-367-1-16-7482,2025-02-28T21:02:09.933Z,62,6C2,COMPLEJO RUTH BEITIA C2,1,367,16,PUERTO CHICO,7482,435599.64,4812655.52,http://datos.santander.es/api/datos/lineas_bus_secuencia/62-204-367-1-16-7482.csv
62-204-367-1-172-4883,2025-02-28T21:02:09.933Z,62,6C2,COMPLEJO RUTH BEITIA C2,1,367,172,CAMILO ALONSO VEGA 9,4883,433239.7,4812390.0,http://datos.santander.es/api/datos/lineas_bus_secuencia/62-204-367-1-172-4883.csv
62-204-367-1-182-0,2025-02-28T21:02:09.933Z,62,6C2,COMPLEJO RUTH BEITIA C2,1,367,182,COMPLEJO RUTH BEITIA,0,431054.3,4812486.0,http://datos.santander.es/api/datos/lineas_bus_secuencia/62-204-367-1-182-0.csv
62-204-367-1-182-16267,2025-02-28T21:02:09.933Z,62,6C2,COMPLEJO RUTH BEITIA C2,1,367,182,COMPLEJO RUTH BEITIA,16267,431054.3,4812486.0,http://datos.santander.es/api/datos/lineas_bus_secuencia/62-204-367-1-182-16267.csv
62-204-367-1-183-208,2025-02-28T21:02:09.933Z,62,6C2,COMPLEJO RUTH BEITIA C2,1,367,183,POLIDEPORTIVO,208,430853.4,4812424.0,http://datos.santander.es/api/datos/lineas_bus_secuencia/62-204-367-1-183-208.csv
62-204-367-1-184-739,2025-02-28T21:02:09.933Z,62,6C2,COMPLEJO RUTH BEITIA C2,1,367,184,CRUCE VICENTE TRUEBA,739,430821.59,4812004.14,http://datos.santander.es/api/datos/lineas_bus_secuencia/62-204-367-1-184-739.csv
62-204-367-1-185-1380,2025-02-28T21:02:09.933Z,62,6C2,COMPLEJO RUTH BEITIA C2,1,367,185,CARDENAL HERRERA ORIA 95,1380,431281.94,4812043.07,http://datos.santander.es/api/datos/lineas_bus_secuencia/62-204-367-1-185-1380.csv
62-204-367-1-186-2268,2025-02-28T21:02:09.933Z,62,6C2,COMPLEJO RUTH BEITIA C2,1,367,186,CARDENAL HERRERA ORIA 51,2268,431665.2,4812209.38,http://datos.santander.es/api/datos/lineas_bus_secuencia/62-204-367-1-186-2268.csv
62-204-367-1-187-2508,2025-02-28T21:02:09.933Z,62,6C2,COMPLEJO RUTH BEITIA C2,1,367,187,CARDENAL HERRERA ORIA 31,2508,431885.81,4812286.0,http://datos.santander.es/api/datos/lineas_bus_secuencia/62-204-367-1-187-2508.csv
62-204-367-1-188-2889,2025-02-28T21:02:09.933Z,62,6C2,COMPLEJO RUTH BEITIA C2,1,367,188,CARDENAL HERRERA ORIA 23,2889,432247.08,4812314.82,http://datos.santander.es/api/datos/lineas_bus_secuencia/62-204-367-1-188-2889.csv
62-204-367-1-189-3108,2025-02-28T21:02:09.933Z,62,6C2,COMPLEJO RUTH BEITIA C2,1,367,189,CARDENAL HERRERA ORIA 17,3108,432468.72,4812337.22,http://datos.santander.es/api/datos/lineas_bus_secuencia/62-204-367-1-189-3108.csv
62-204-367-1-190-3306,2025-02-28T21:02:09.933Z,62,6C2,COMPLEJO RUTH BEITIA C2,1,367,190,CARDENAL HERRERA ORIA,3306,432637.9,4812417.97,http://datos.santander.es/api/datos/lineas_bus_secuencia/62-204-367-1-190-3306.csv
62-204-367-1-191-3809,2025-02-28T21:02:09.933Z,62,6C2,COMPLEJO RUTH BEITIA C2,1,367,191,GENERAL DAVILA 125,3809,433051.99,4812639.17,http://datos.santander.es/api/datos/lineas_bus_secuencia/62-204-367-1-191-3809.csv
62-204-367-1-192-4151,2025-02-28T21:02:09.933Z,62,6C2,COMPLEJO RUTH BEITIA C2,1,367,192,GENERAL DAVILA 117,4151,433372.38,4812758.48,http://datos.santander.es/api/datos/lineas_bus_secuencia/62-204-367-1-192-4151.csv
62-204-367-1-194-8827,2025-02-28T21:02:09.933Z,62,6C2,COMPLEJO RUTH BEITIA C2,1,367,194,INSTITUTO LAS LLAMAS,8827,435944.0,4813885.0,http://datos.santander.es/api/datos/lineas_bus_secuencia/62-204-367-1-194-8827.csv
62-204-367-1-195-9263,2025-02-28T21:02:09.933Z,62,6C2,COMPLEJO RUTH BEITIA C2,1,367,195,PALACIO DE EXPOSICIONES,9263,436078.48,4814153.8,http://datos.santander.es/api/datos/lineas_bus_secuencia/62-204-367-1-195-9263.csv
62-204-367-1-203-10815,2025-02-28T21:02:09.933Z,62,6C2,COMPLEJO RUTH BEITIA C2,1,367,203,PADRE MENNI,10815,435195.1,4814248.0,http://datos.santander.es/api/datos/lineas_bus_secuencia/62-204-367-1-203-10815.csv
62-204-367-1-205-11781,2025-02-28T21:02:09.933Z,62,6C2,COMPLEJO RUTH BEITIA C2,1,367,205,AVENIDA CANTABRIA 100,11781,434689.41,4814126.49,http://datos.santander.es/api/datos/lineas_bus_secuencia/62-204-367-1-205-11781.csv
62-204-367-1-206-12393,2025-02-28T21:02:09.933Z,62,6C2,COMPLEJO RUTH BEITIA C2,1,367,206,BARRIO LA TORRE 2,12393,434136.75,4813961.52,http://datos.santander.es/api/datos/lineas_bus_secuencia/62-204-367-1-206-12393.csv
62-204-367-1-207-12958,2025-02-28T21:02:09.933Z,62,6C2,COMPLEJO RUTH BEITIA C2,1,367,207,BARRIO LA TORRE 60,12958,433670.9,4813709.0,http://datos.santander.es/api/datos/lineas_bus_secuencia/62-204-367-1-207-12958.csv
62-204-367-1-208-13621,2025-02-28T21:02:09.933Z,62,6C2,COMPLEJO RUTH BEITIA C2,1,367,208,CALLE REPUENTE 16,13621,433096.64,4813453.38,http://datos.santander.es/api/datos/lineas_bus_secuencia/62-204-367-1-208-13621.csv
62-204-367-1-209-13994,2025-02-28T21:02:09.933Z,62,6C2,COMPLEJO RUTH BEITIA C2,1,367,209,CALLE REPUENTE 19,13994,432794.19,4813251.98,http://datos.santander.es/api/datos/lineas_bus_secuencia/62-204-367-1-209-13994.csv
62-204-367-1-210-14630,2025-02-28T21:02:09.933Z,62,6C2,COMPLEJO RUTH BEITIA C2,1,367,210,CALLE REPUENTE 36,14630,432582.89,4812920.03,http://datos.santander.es/api/datos/lineas_bus_secuencia/62-204-367-1-210-14630.csv
62-204-367-1-211-15141,2025-02-28T21:02:09.933Z,62,6C2,COMPLEJO RUTH BEITIA C2,1,367,211,LAVAPIES 34,15141,432120.08,4812749.69,http://datos.santander.es/api/datos/lineas_bus_secuencia/62-204-367-1-211-15141.csv
62-204-367-1-212-15774,2025-02-28T21:02:09.933Z,62,6C2,COMPLEJO RUTH BEITIA C2,1,367,212,AVENIDA DEL DEPORTE 6,15774,431511.06,4812597.13,http://datos.santander.es/api/datos/lineas_bus_secuencia/62-204-367-1-212-15774.csv
62-204-367-1-221-10027,2025-02-28T21:02:09.933Z,62,6C2,COMPLEJO RUTH BEITIA C2,1,367,221,AVENIDA CANTABRIA 12,10027,435915.6,4814523.75,http://datos.santander.es/api/datos/lineas_bus_secuencia/62-204-367-1-221-10027.csv
62-204-367-1-241-995,2025-02-28T21:02:09.933Z,62,6C2,COMPLEJO RUTH BEITIA C2,1,367,241,CARDENAL HERRERA ORIA 119,995,430930.63,4811903.37,http://datos.santander.es/api/datos/lineas_bus_secuencia/62-204-367-1-241-995.csv
62-204-367-1-261-7744,2025-02-28T21:02:09.933Z,62,6C2,COMPLEJO RUTH BEITIA C2,1,367,261,CASIMIRO SAINZ 6,7744,435664.54,4812877.69,http://datos.santander.es/api/datos/lineas_bus_secuencia/62-204-367-1-261-7744.csv
62-204-367-1-290-10291,2025-02-28T21:02:09.933Z,62,6C2,COMPLEJO RUTH BEITIA C2,1,367,290,AVENIDA CANTABRIA 28,10291,435683.5,4814410.0,http://datos.santander.es/api/datos/lineas_bus_secuencia/62-204-367-1-290-10291.csv
62-204-367-1-340-13290,2025-02-28T21:02:09.933Z,62,6C2,COMPLEJO RUTH BEITIA C2,1,367,340,BARRIO LA TORRE 76,13290,433396.18,4813527.8,http://datos.santander.es/api/datos/lineas_bus_secuencia/62-204-367-1-340-13290.csv
62-204-367-1-462-12009,2025-02-28T21:02:09.933Z,62,6C2,COMPLEJO RUTH BEITIA C2,1,367,462,JORGE SEPULVEDA 2,12009,434491.03,4814032.21,http://datos.santander.es/api/datos/lineas_bus_secuencia/62-204-367-1-462-12009.csv
62-204-367-1-463-11167,2025-02-28T21:02:09.933Z,62,6C2,COMPLEJO RUTH BEITIA C2,1,367,463,CALLE LA PEREDA 14,11167,435029.93,4814427.64,http://datos.santander.es/api/datos/lineas_bus_secuencia/62-204-367-1-463-11167.csv
62-204-367-1-473-1678,2025-02-28T21:02:09.933Z,62,6C2,COMPLEJO RUTH BEITIA C2,1,367,473,RICARDO LEON,1678,431431.96,4811978.71,http://datos.santander.es/api/datos/lineas_bus_secuencia/62-204-367-1-473-1678.csv
62-204-367-1-479-11467,2025-02-28T21:02:09.933Z,62,6C2,COMPLEJO RUTH BEITIA C2,1,367,479,MARQUES DE HAZAS 5,11467,434829.58,4814282.99,http://datos.santander.es/api/datos/lineas_bus_secuencia/62-204-367-1-479-11467.csv
62-204-367-1-506-11590,2025-02-28T21:02:09.933Z,62,6C2,COMPLEJO RUTH BEITIA C2,1,367,506,AVENIDA CANTABRIA 76,11590,434868.33,4814190.43,http://datos.santander.es/api/datos/lineas_bus_secuencia/62-204-367-1-506-11590.csv
62-204-367-1-517-9596,2025-02-28T21:02:09.933Z,62,6C2,COMPLEJO RUTH BEITIA C2,1,367,517,LOS AGUSTINOS,9596,436161.18,4814358.74,http://datos.santander.es/api/datos/lineas_bus_secuencia/62-204-367-1-517-9596.csv
71-102-195-1-100-5481,2025-02-28T21:02:09.933Z,71,7C1,LUIS QUINTANILLA C1,1,195,100,LOS CASTROS 39,5481,436040.73,4813797.13,http://datos.santander.es/api/datos/lineas_bus_secuencia/71-102-195-1-100-5481.csv
71-102-195-1-101-5831,2025-02-28T21:02:09.933Z,71,7C1,LUIS QUINTANILLA C1,1,195,101,LOS CASTROS 23,5831,436379.66,4813881.89,http://datos.santander.es/api/datos/lineas_bus_secuencia/71-102-195-1-101-5831.csv
71-102-195-1-179-14234,2025-02-28T21:02:09.933Z,71,7C1,LUIS QUINTANILLA C1,1,195,179,RESIDENCIA SANTA LUCIA,14234,431216.59,4812038.11,http://datos.santander.es/api/datos/lineas_bus_secuencia/71-102-195-1-179-14234.csv
71-102-195-1-214-1265,2025-02-28T21:02:09.933Z,71,7C1,LUIS QUINTANILLA C1,1,195,214,GUTIERREZ SOLANA 13,1265,432256.4,4812428.01,http://datos.santander.es/api/datos/lineas_bus_secuencia/71-102-195-1-214-1265.csv
71-102-195-1-215-1757,2025-02-28T21:02:09.933Z,71,7C1,LUIS QUINTANILLA C1,1,195,215,AVENIDA LOS CASTROS,1757,432634.55,4812668.35,http://datos.santander.es/api/datos/lineas_bus_secuencia/71-102-195-1-215-1757.csv
71-102-195-1-216-2272,2025-02-28T21:02:09.933Z,71,7C1,LUIS QUINTANILLA C1,1,195,216,AVENIDA LOS CASTROS 155,2272,433034.97,4812930.13,http://datos.santander.es/api/datos/lineas_bus_secuencia/71-102-195-1-216-2272.csv
71-102-195-1-217-2757,2025-02-28T21:02:09.933Z,71,7C1,LUIS QUINTANILLA C1,1,195,217,AVENIDA LOS CASTROS 139,2757,433488.73,4813099.57,http://datos.santander.es/api/datos/lineas_bus_secuencia/71-102-195-1-217-2757.csv
71-102-195-1-218-3325,2025-02-28T21:02:09.933Z,71,7C1,LUIS QUINTANILLA C1,1,195,218,AVENIDA LOS CASTROS 119,3325,433990.04,4813313.3,http://datos.santander.es/api/datos/lineas_bus_secuencia/71-102-195-1-218-3325.csv
71-102-195-1-219-4152,2025-02-28T21:02:09.933Z,71,7C1,LUIS QUINTANILLA C1,1,195,219,AVENIDA LOS CASTROS 83,4152,434777.25,4813509.42,http://datos.santander.es/api/datos/lineas_bus_secuencia/71-102-195-1-219-4152.csv
71-102-195-1-220-12342,2025-02-28T21:02:09.933Z,71,7C1,LUIS QUINTANILLA C1,1,195,220,TORRES QUEVEDO 12,12342,432514.3,4812102.0,http://datos.santander.es/api/datos/lineas_bus_secuencia/71-102-195-1-220-12342.csv
71-102-195-1-223-13559,2025-02-28T21:02:09.933Z,71,7C1,LUIS QUINTANILLA C1,1,195,223,GERARDO DIEGO,13559,431668.86,4811987.54,http://datos.santander.es/api/datos/lineas_bus_secuencia/71-102-195-1-223-13559.csv
71-102-195-1-26-3701,2025-02-28T21:02:09.933Z,71,7C1,LUIS QUINTANILLA C1,1,195,26,LOS CASTROS 95,3701,434347.12,4813431.32,http://datos.santander.es/api/datos/lineas_bus_secuencia/71-102-195-1-26-3701.csv
71-102-195-1-30-6126,2025-02-28T21:02:09.933Z,71,7C1,LUIS QUINTANILLA C1,1,195,30,PIQUIO,6126,436648.16,4813917.93,http://datos.santander.es/api/datos/lineas_bus_secuencia/71-102-195-1-30-6126.csv
71-102-195-1-31-6416,2025-02-28T21:02:09.933Z,71,7C1,LUIS QUINTANILLA C1,1,195,31,PLAZA DE ITALIA,6416,436856.4,4813722.0,http://datos.santander.es/api/datos/lineas_bus_secuencia/71-102-195-1-31-6416.csv
71-102-195-1-32-6721,2025-02-28T21:02:09.933Z,71,7C1,LUIS QUINTANILLA C1,1,195,32,REINA VICTORIA 129,6721,437125.44,4813620.08,http://datos.santander.es/api/datos/lineas_bus_secuencia/71-102-195-1-32-6721.csv
71-102-195-1-33-6996,2025-02-28T21:02:09.933Z,71,7C1,LUIS QUINTANILLA C1,1,195,33,LA MAGDALENA,6996,437256.31,4813400.05,http://datos.santander.es/api/datos/lineas_bus_secuencia/71-102-195-1-33-6996.csv
71-102-195-1-34-7538,2025-02-28T21:02:09.933Z,71,7C1,LUIS QUINTANILLA C1,1,195,34,GONZALEZ DE RIANCHO,7538,436988.99,4813060.0,http://datos.santander.es/api/datos/lineas_bus_secuencia/71-102-195-1-34-7538.csv
71-102-195-1-35-7875,2025-02-28T21:02:09.933Z,71,7C1,LUIS QUINTANILLA C1,1,195,35,REINA VICTORIA 79,7875,436707.29,4812890.24,http://datos.santander.es/api/datos/lineas_bus_secuencia/71-102-195-1-35-7875.csv
71-102-195-1-36-8252,2025-02-28T21:02:09.933Z,71,7C1,LUIS QUINTANILLA C1,1,195,36,SAN MARTIN,8252,436341.71,4812803.88,http://datos.santander.es/api/datos/lineas_bus_secuencia/71-102-195-1-36-8252.csv
71-102-195-1-37-8660,2025-02-28T21:02:09.933Z,71,7C1,LUIS QUINTANILLA C1,1,195,37,CASTELAR 29,8660,435952.5,4812738.0,http://datos.santander.es/api/datos/lineas_bus_secuencia/71-102-195-1-37-8660.csv
71-102-195-1-38-8920,2025-02-28T21:02:09.933Z,71,7C1,LUIS QUINTANILLA C1,1,195,38,CASTELAR 1,8920,435694.52,4812764.57,http://datos.santander.es/api/datos/lineas_bus_secuencia/71-102-195-1-38-8920.csv
71-102-195-1-39-9403,2025-02-28T21:02:09.933Z,71,7C1,LUIS QUINTANILLA C1,1,195,39,PASEO DE PEREDA,9403,435258.42,4812645.73,http://datos.santander.es/api/datos/lineas_bus_secuencia/71-102-195-1-39-9403.csv
71-102-195-1-40-9844,2025-02-28T21:02:09.933Z,71,7C1,LUIS QUINTANILLA C1,1,195,40,CORREOS,9844,434821.86,4812597.12,http://datos.santander.es/api/datos/lineas_bus_secuencia/71-102-195-1-40-9844.csv
71-102-195-1-41-10102,2025-02-28T21:02:09.933Z,71,7C1,LUIS QUINTANILLA C1,1,195,41,PLAZA AYUNTAMIENTO,10102,434566.4,4812609.6,http://datos.santander.es/api/datos/lineas_bus_secuencia/71-102-195-1-41-10102.csv
71-102-195-1-42-10322,2025-02-28T21:02:09.933Z,71,7C1,LUIS QUINTANILLA C1,1,195,42,JESUS DE MONASTERIO 12,10322,434352.71,4812629.96,http://datos.santander.es/api/datos/lineas_bus_secuencia/71-102-195-1-42-10322.csv
71-102-195-1-43-10917,2025-02-28T21:02:09.933Z,71,7C1,LUIS QUINTANILLA C1,1,195,43,SAN FERNANDO 22,10917,433781.15,4812477.88,http://datos.santander.es/api/datos/lineas_bus_secuencia/71-102-195-1-43-10917.csv
71-102-195-1-44-11296,2025-02-28T21:02:09.933Z,71,7C1,LUIS QUINTANILLA C1,1,195,44,SAN FERNANDO 66,11296,433423.91,4812350.44,http://datos.santander.es/api/datos/lineas_bus_secuencia/71-102-195-1-44-11296.csv
71-102-195-1-45-11834,2025-02-28T21:02:09.933Z,71,7C1,LUIS QUINTANILLA C1,1,195,45,AVENIDA DE VALDECILLA,11834,432924.67,4812168.16,http://datos.santander.es/api/datos/lineas_bus_secuencia/71-102-195-1-45-11834.csv
71-102-195-1-47-943,2025-02-28T21:02:09.933Z,71,7C1,LUIS QUINTANILLA C1,1,195,47,PLAZA MANUEL LLANO,943,432092.31,4812250.65,http://datos.santander.es/api/datos/lineas_bus_secuencia/71-102-195-1-47-943.csv
