dc:identifier,dc:modified,ayto:tipoDia,ayto:linea,ayto:servicio,ayto:numViaje,ayto:tipoParada,ayto:idParada,ayto:nombreParada,ayto:idEvento,ayto:descEvento,ayto:hora,uri
24001ISA101031261440,2025-03-01T00:01:48.335Z,24001ISA,1,0103,12,1,545,JOSE MARIA GONZALEZ TREVILLA 14,3,INICIO DE VIAJE,61440,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa101031261440.csv
24001ISA101031161440,2025-03-01T00:01:48.335Z,24001ISA,1,0103,11,1,545,JOSE MARIA GONZALEZ TREVILLA 14,4,FIN DE VIAJE,61440,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa101031161440.csv
24001ISA101031158440,2025-03-01T00:01:48.335Z,24001ISA,1,0103,11,1,338,GLORIETA DE ADARZO,3,INICIO DE VIAJE,58440,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa101031158440.csv
24001ISA101031058440,2025-03-01T00:01:48.335Z,24001ISA,1,0103,10,1,338,GLORIETA DE ADARZO,4,FIN DE VIAJE,58440,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa101031058440.csv
24001ISA101031055440,2025-03-01T00:01:48.335Z,24001ISA,1,0103,10,1,545,JOSE MARIA GONZALEZ TREVILLA 14,3,INICIO DE VIAJE,55440,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa101031055440.csv
24001ISA10102953940,2025-03-01T00:01:48.335Z,24001ISA,1,0102,9,1,545,JOSE MARIA GONZALEZ TREVILLA 14,4,FIN DE VIAJE,53940,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa10102953940.csv
24001ISA10102950940,2025-03-01T00:01:48.335Z,24001ISA,1,0102,9,1,338,GLORIETA DE ADARZO,3,INICIO DE VIAJE,50940,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa10102950940.csv
24001ISA10102850940,2025-03-01T00:01:48.335Z,24001ISA,1,0102,8,1,338,GLORIETA DE ADARZO,4,FIN DE VIAJE,50940,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa10102850940.csv
24001ISA10102847940,2025-03-01T00:01:48.335Z,24001ISA,1,0102,8,1,545,JOSE MARIA GONZALEZ TREVILLA 14,3,INICIO DE VIAJE,47940,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa10102847940.csv
24001ISA10102747940,2025-03-01T00:01:48.335Z,24001ISA,1,0102,7,1,545,JOSE MARIA GONZALEZ TREVILLA 14,4,FIN DE VIAJE,47940,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa10102747940.csv
24001ISA10102744940,2025-03-01T00:01:48.335Z,24001ISA,1,0102,7,1,338,GLORIETA DE ADARZO,3,INICIO DE VIAJE,44940,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa10102744940.csv
24001ISA10102644940,2025-03-01T00:01:48.335Z,24001ISA,1,0102,6,1,338,GLORIETA DE ADARZO,4,FIN DE VIAJE,44940,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa10102644940.csv
24001ISA10102642120,2025-03-01T00:01:48.335Z,24001ISA,1,0102,6,1,545,JOSE MARIA GONZALEZ TREVILLA 14,3,INICIO DE VIAJE,42120,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa10102642120.csv
24001ISA10102541040,2025-03-01T00:01:48.335Z,24001ISA,1,0102,5,1,545,JOSE MARIA GONZALEZ TREVILLA 14,4,FIN DE VIAJE,41040,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa10102541040.csv
24001ISA10102538040,2025-03-01T00:01:48.335Z,24001ISA,1,0102,5,1,338,GLORIETA DE ADARZO,3,INICIO DE VIAJE,38040,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa10102538040.csv
24001ISA10102438040,2025-03-01T00:01:48.335Z,24001ISA,1,0102,4,1,338,GLORIETA DE ADARZO,4,FIN DE VIAJE,38040,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa10102438040.csv
24001ISA10102435220,2025-03-01T00:01:48.335Z,24001ISA,1,0102,4,1,545,JOSE MARIA GONZALEZ TREVILLA 14,3,INICIO DE VIAJE,35220,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa10102435220.csv
24001ISA10102334140,2025-03-01T00:01:48.335Z,24001ISA,1,0102,3,1,545,JOSE MARIA GONZALEZ TREVILLA 14,4,FIN DE VIAJE,34140,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa10102334140.csv
24001ISA10102331140,2025-03-01T00:01:48.335Z,24001ISA,1,0102,3,1,338,GLORIETA DE ADARZO,3,INICIO DE VIAJE,31140,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa10102331140.csv
24001ISA10102231140,2025-03-01T00:01:48.335Z,24001ISA,1,0102,2,1,338,GLORIETA DE ADARZO,4,FIN DE VIAJE,31140,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa10102231140.csv
24001ISA10102228200,2025-03-01T00:01:48.335Z,24001ISA,1,0102,2,1,545,JOSE MARIA GONZALEZ TREVILLA 14,11,ENTRADA EN LINEA,28200,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa10102228200.csv
24001ISA101021779740,2025-03-01T00:01:48.335Z,24001ISA,1,0102,17,1,545,JOSE MARIA GONZALEZ TREVILLA 14,12,SALIDA DE LINEA,79740,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa101021779740.csv
24001ISA101021776740,2025-03-01T00:01:48.335Z,24001ISA,1,0102,17,1,338,GLORIETA DE ADARZO,3,INICIO DE VIAJE,76740,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa101021776740.csv
24001ISA101021676740,2025-03-01T00:01:48.335Z,24001ISA,1,0102,16,1,338,GLORIETA DE ADARZO,4,FIN DE VIAJE,76740,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa101021676740.csv
24001ISA101021673740,2025-03-01T00:01:48.335Z,24001ISA,1,0102,16,1,545,JOSE MARIA GONZALEZ TREVILLA 14,3,INICIO DE VIAJE,73740,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa101021673740.csv
24001ISA101021572840,2025-03-01T00:01:48.335Z,24001ISA,1,0102,15,1,545,JOSE MARIA GONZALEZ TREVILLA 14,4,FIN DE VIAJE,72840,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa101021572840.csv
24001ISA101021569840,2025-03-01T00:01:48.335Z,24001ISA,1,0102,15,1,338,GLORIETA DE ADARZO,3,INICIO DE VIAJE,69840,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa101021569840.csv
24001ISA101021469840,2025-03-01T00:01:48.335Z,24001ISA,1,0102,14,1,338,GLORIETA DE ADARZO,4,FIN DE VIAJE,69840,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa101021469840.csv
24001ISA101021466960,2025-03-01T00:01:48.335Z,24001ISA,1,0102,14,1,545,JOSE MARIA GONZALEZ TREVILLA 14,3,INICIO DE VIAJE,66960,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa101021466960.csv
24001ISA101021369540,2025-03-01T00:01:48.335Z,24001ISA,1,0102,13,1,545,JOSE MARIA GONZALEZ TREVILLA 14,4,FIN DE VIAJE,69540,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa101021369540.csv
24001ISA101021362940,2025-03-01T00:01:48.335Z,24001ISA,1,0102,13,1,338,GLORIETA DE ADARZO,3,INICIO DE VIAJE,62940,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa101021362940.csv
24001ISA101021262940,2025-03-01T00:01:48.335Z,24001ISA,1,0102,12,1,338,GLORIETA DE ADARZO,4,FIN DE VIAJE,62940,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa101021262940.csv
24001ISA101021259940,2025-03-01T00:01:48.335Z,24001ISA,1,0102,12,1,545,JOSE MARIA GONZALEZ TREVILLA 14,3,INICIO DE VIAJE,59940,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa101021259940.csv
24001ISA101021159940,2025-03-01T00:01:48.335Z,24001ISA,1,0102,11,1,545,JOSE MARIA GONZALEZ TREVILLA 14,4,FIN DE VIAJE,59940,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa101021159940.csv
24001ISA101021156940,2025-03-01T00:01:48.335Z,24001ISA,1,0102,11,1,338,GLORIETA DE ADARZO,3,INICIO DE VIAJE,56940,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa101021156940.csv
24001ISA101021056940,2025-03-01T00:01:48.335Z,24001ISA,1,0102,10,1,338,GLORIETA DE ADARZO,4,FIN DE VIAJE,56940,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa101021056940.csv
24001ISA101021053940,2025-03-01T00:01:48.335Z,24001ISA,1,0102,10,1,545,JOSE MARIA GONZALEZ TREVILLA 14,3,INICIO DE VIAJE,53940,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa101021053940.csv
24001ISA10101952320,2025-03-01T00:01:48.335Z,24001ISA,1,0101,9,1,545,JOSE MARIA GONZALEZ TREVILLA 14,4,FIN DE VIAJE,52320,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa10101952320.csv
24001ISA10101949380,2025-03-01T00:01:48.335Z,24001ISA,1,0101,9,1,338,GLORIETA DE ADARZO,3,INICIO DE VIAJE,49380,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa10101949380.csv
24001ISA10101849380,2025-03-01T00:01:48.335Z,24001ISA,1,0101,8,1,338,GLORIETA DE ADARZO,4,FIN DE VIAJE,49380,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa10101849380.csv
24001ISA10101846440,2025-03-01T00:01:48.335Z,24001ISA,1,0101,8,1,545,JOSE MARIA GONZALEZ TREVILLA 14,3,INICIO DE VIAJE,46440,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa10101846440.csv
24001ISA10101746440,2025-03-01T00:01:48.335Z,24001ISA,1,0101,7,1,545,JOSE MARIA GONZALEZ TREVILLA 14,4,FIN DE VIAJE,46440,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa10101746440.csv
24001ISA10101743440,2025-03-01T00:01:48.335Z,24001ISA,1,0101,7,1,338,GLORIETA DE ADARZO,3,INICIO DE VIAJE,43440,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa10101743440.csv
24001ISA10101643440,2025-03-01T00:01:48.335Z,24001ISA,1,0101,6,1,338,GLORIETA DE ADARZO,4,FIN DE VIAJE,43440,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa10101643440.csv
24001ISA10101640620,2025-03-01T00:01:48.335Z,24001ISA,1,0101,6,1,545,JOSE MARIA GONZALEZ TREVILLA 14,3,INICIO DE VIAJE,40620,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa10101640620.csv
24001ISA10101539540,2025-03-01T00:01:48.335Z,24001ISA,1,0101,5,1,545,JOSE MARIA GONZALEZ TREVILLA 14,4,FIN DE VIAJE,39540,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa10101539540.csv
24001ISA10101536540,2025-03-01T00:01:48.335Z,24001ISA,1,0101,5,1,338,GLORIETA DE ADARZO,3,INICIO DE VIAJE,36540,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa10101536540.csv
24001ISA10101436540,2025-03-01T00:01:48.335Z,24001ISA,1,0101,4,1,338,GLORIETA DE ADARZO,4,FIN DE VIAJE,36540,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa10101436540.csv
24001ISA10101433720,2025-03-01T00:01:48.335Z,24001ISA,1,0101,4,1,545,JOSE MARIA GONZALEZ TREVILLA 14,3,INICIO DE VIAJE,33720,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa10101433720.csv
24001ISA10101332640,2025-03-01T00:01:48.335Z,24001ISA,1,0101,3,1,545,JOSE MARIA GONZALEZ TREVILLA 14,4,FIN DE VIAJE,32640,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa10101332640.csv
24001ISA10101329640,2025-03-01T00:01:48.335Z,24001ISA,1,0101,3,1,338,GLORIETA DE ADARZO,3,INICIO DE VIAJE,29640,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa10101329640.csv
24001ISA10101229640,2025-03-01T00:01:48.335Z,24001ISA,1,0101,2,1,338,GLORIETA DE ADARZO,4,FIN DE VIAJE,29640,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa10101229640.csv
24001ISA10101226640,2025-03-01T00:01:48.335Z,24001ISA,1,0101,2,1,545,JOSE MARIA GONZALEZ TREVILLA 14,11,ENTRADA EN LINEA,26640,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa10101226640.csv
24001ISA101011982740,2025-03-01T00:01:48.335Z,24001ISA,1,0101,19,1,545,JOSE MARIA GONZALEZ TREVILLA 14,12,SALIDA DE LINEA,82740,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa101011982740.csv
24001ISA101011980400,2025-03-01T00:01:48.335Z,24001ISA,1,0101,19,1,338,GLORIETA DE ADARZO,3,INICIO DE VIAJE,80400,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa101011980400.csv
24001ISA101011880400,2025-03-01T00:01:48.335Z,24001ISA,1,0101,18,1,338,GLORIETA DE ADARZO,4,FIN DE VIAJE,80400,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa101011880400.csv
24001ISA101011877700,2025-03-01T00:01:48.335Z,24001ISA,1,0101,18,1,545,JOSE MARIA GONZALEZ TREVILLA 14,3,INICIO DE VIAJE,77700,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa101011877700.csv
24001ISA101011777700,2025-03-01T00:01:48.335Z,24001ISA,1,0101,17,1,545,JOSE MARIA GONZALEZ TREVILLA 14,4,FIN DE VIAJE,77700,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa101011777700.csv
24001ISA101011774760,2025-03-01T00:01:48.335Z,24001ISA,1,0101,17,1,338,GLORIETA DE ADARZO,3,INICIO DE VIAJE,74760,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa101011774760.csv
24001ISA101011674760,2025-03-01T00:01:48.335Z,24001ISA,1,0101,16,1,338,GLORIETA DE ADARZO,4,FIN DE VIAJE,74760,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa101011674760.csv
24001ISA101011672000,2025-03-01T00:01:48.335Z,24001ISA,1,0101,16,1,545,JOSE MARIA GONZALEZ TREVILLA 14,3,INICIO DE VIAJE,72000,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa101011672000.csv
24001ISA101011571100,2025-03-01T00:01:48.335Z,24001ISA,1,0101,15,1,545,JOSE MARIA GONZALEZ TREVILLA 14,4,FIN DE VIAJE,71100,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa101011571100.csv
24001ISA101011568160,2025-03-01T00:01:48.335Z,24001ISA,1,0101,15,1,338,GLORIETA DE ADARZO,3,INICIO DE VIAJE,68160,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa101011568160.csv
24001ISA101011468160,2025-03-01T00:01:48.335Z,24001ISA,1,0101,14,1,338,GLORIETA DE ADARZO,4,FIN DE VIAJE,68160,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa101011468160.csv
24001ISA101011465340,2025-03-01T00:01:48.335Z,24001ISA,1,0101,14,1,545,JOSE MARIA GONZALEZ TREVILLA 14,3,INICIO DE VIAJE,65340,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa101011465340.csv
24001ISA101011364440,2025-03-01T00:01:48.335Z,24001ISA,1,0101,13,1,545,JOSE MARIA GONZALEZ TREVILLA 14,4,FIN DE VIAJE,64440,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa101011364440.csv
24001ISA101011361440,2025-03-01T00:01:48.335Z,24001ISA,1,0101,13,1,338,GLORIETA DE ADARZO,3,INICIO DE VIAJE,61440,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa101011361440.csv
24001ISA101011261440,2025-03-01T00:01:48.335Z,24001ISA,1,0101,12,1,338,GLORIETA DE ADARZO,4,FIN DE VIAJE,61440,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa101011261440.csv
24001ISA101011258440,2025-03-01T00:01:48.335Z,24001ISA,1,0101,12,1,545,JOSE MARIA GONZALEZ TREVILLA 14,3,INICIO DE VIAJE,58440,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa101011258440.csv
24001ISA101011158440,2025-03-01T00:01:48.335Z,24001ISA,1,0101,11,1,545,JOSE MARIA GONZALEZ TREVILLA 14,4,FIN DE VIAJE,58440,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa101011158440.csv
24001ISA101011155440,2025-03-01T00:01:48.335Z,24001ISA,1,0101,11,1,338,GLORIETA DE ADARZO,3,INICIO DE VIAJE,55440,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa101011155440.csv
24001ISA10103746440,2025-03-01T00:01:48.334Z,24001ISA,1,0103,7,1,338,GLORIETA DE ADARZO,3,INICIO DE VIAJE,46440,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa10103746440.csv
24001ISA10103646440,2025-03-01T00:01:48.334Z,24001ISA,1,0103,6,1,338,GLORIETA DE ADARZO,4,FIN DE VIAJE,46440,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa10103646440.csv
24001ISA10103643620,2025-03-01T00:01:48.334Z,24001ISA,1,0103,6,1,545,JOSE MARIA GONZALEZ TREVILLA 14,3,INICIO DE VIAJE,43620,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa10103643620.csv
24001ISA10103542540,2025-03-01T00:01:48.334Z,24001ISA,1,0103,5,1,545,JOSE MARIA GONZALEZ TREVILLA 14,4,FIN DE VIAJE,42540,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa10103542540.csv
24001ISA10103539540,2025-03-01T00:01:48.334Z,24001ISA,1,0103,5,1,338,GLORIETA DE ADARZO,3,INICIO DE VIAJE,39540,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa10103539540.csv
24001ISA10103439540,2025-03-01T00:01:48.334Z,24001ISA,1,0103,4,1,338,GLORIETA DE ADARZO,4,FIN DE VIAJE,39540,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa10103439540.csv
24001ISA10103436660,2025-03-01T00:01:48.334Z,24001ISA,1,0103,4,1,545,JOSE MARIA GONZALEZ TREVILLA 14,3,INICIO DE VIAJE,36660,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa10103436660.csv
24001ISA10103335640,2025-03-01T00:01:48.334Z,24001ISA,1,0103,3,1,545,JOSE MARIA GONZALEZ TREVILLA 14,4,FIN DE VIAJE,35640,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa10103335640.csv
24001ISA10103332640,2025-03-01T00:01:48.334Z,24001ISA,1,0103,3,1,338,GLORIETA DE ADARZO,3,INICIO DE VIAJE,32640,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa10103332640.csv
24001ISA10103232640,2025-03-01T00:01:48.334Z,24001ISA,1,0103,2,1,338,GLORIETA DE ADARZO,4,FIN DE VIAJE,32640,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa10103232640.csv
24001ISA10103229640,2025-03-01T00:01:48.334Z,24001ISA,1,0103,2,1,545,JOSE MARIA GONZALEZ TREVILLA 14,11,ENTRADA EN LINEA,29640,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa10103229640.csv
24001ISA101031780640,2025-03-01T00:01:48.334Z,24001ISA,1,0103,17,1,545,JOSE MARIA GONZALEZ TREVILLA 14,12,SALIDA DE LINEA,80640,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa101031780640.csv
24001ISA101031778240,2025-03-01T00:01:48.334Z,24001ISA,1,0103,17,1,338,GLORIETA DE ADARZO,3,INICIO DE VIAJE,78240,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa101031778240.csv
24001ISA101031678240,2025-03-01T00:01:48.334Z,24001ISA,1,0103,16,1,338,GLORIETA DE ADARZO,4,FIN DE VIAJE,78240,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa101031678240.csv
24001ISA101031675240,2025-03-01T00:01:48.334Z,24001ISA,1,0103,16,1,545,JOSE MARIA GONZALEZ TREVILLA 14,3,INICIO DE VIAJE,75240,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa101031675240.csv
24001ISA101031574340,2025-03-01T00:01:48.334Z,24001ISA,1,0103,15,1,545,JOSE MARIA GONZALEZ TREVILLA 14,4,FIN DE VIAJE,74340,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa101031574340.csv
24001ISA10104441040,2025-03-01T00:01:48.33Z,24001ISA,1,0104,4,1,338,GLORIETA DE ADARZO,4,FIN DE VIAJE,41040,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa10104441040.csv
24001ISA10104438040,2025-03-01T00:01:48.33Z,24001ISA,1,0104,4,1,545,JOSE MARIA GONZALEZ TREVILLA 14,3,INICIO DE VIAJE,38040,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa10104438040.csv
24001ISA10104337140,2025-03-01T00:01:48.33Z,24001ISA,1,0104,3,1,545,JOSE MARIA GONZALEZ TREVILLA 14,4,FIN DE VIAJE,37140,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa10104337140.csv
24001ISA10104334140,2025-03-01T00:01:48.33Z,24001ISA,1,0104,3,1,338,GLORIETA DE ADARZO,3,INICIO DE VIAJE,34140,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa10104334140.csv
24001ISA10104234140,2025-03-01T00:01:48.33Z,24001ISA,1,0104,2,1,338,GLORIETA DE ADARZO,4,FIN DE VIAJE,34140,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa10104234140.csv
24001ISA10104231140,2025-03-01T00:01:48.33Z,24001ISA,1,0104,2,1,545,JOSE MARIA GONZALEZ TREVILLA 14,11,ENTRADA EN LINEA,31140,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa10104231140.csv
24001ISA10103955440,2025-03-01T00:01:48.33Z,24001ISA,1,0103,9,1,545,JOSE MARIA GONZALEZ TREVILLA 14,4,FIN DE VIAJE,55440,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa10103955440.csv
24001ISA10103952440,2025-03-01T00:01:48.33Z,24001ISA,1,0103,9,1,338,GLORIETA DE ADARZO,3,INICIO DE VIAJE,52440,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa10103952440.csv
24001ISA10103852440,2025-03-01T00:01:48.33Z,24001ISA,1,0103,8,1,338,GLORIETA DE ADARZO,4,FIN DE VIAJE,52440,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa10103852440.csv
24001ISA10103849440,2025-03-01T00:01:48.33Z,24001ISA,1,0103,8,1,545,JOSE MARIA GONZALEZ TREVILLA 14,3,INICIO DE VIAJE,49440,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa10103849440.csv
24001ISA10103749440,2025-03-01T00:01:48.33Z,24001ISA,1,0103,7,1,545,JOSE MARIA GONZALEZ TREVILLA 14,4,FIN DE VIAJE,49440,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001isa10103749440.csv
24001VFA101021259940,2025-03-01T00:01:48.329Z,24001VFA,1,0102,12,1,545,JOSE MARIA GONZALEZ TREVILLA 14,3,INICIO DE VIAJE,59940,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001vfa101021259940.csv
24001VFA101021159940,2025-03-01T00:01:48.329Z,24001VFA,1,0102,11,1,545,JOSE MARIA GONZALEZ TREVILLA 14,4,FIN DE VIAJE,59940,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001vfa101021159940.csv
24001VFA101021156940,2025-03-01T00:01:48.329Z,24001VFA,1,0102,11,1,338,GLORIETA DE ADARZO,3,INICIO DE VIAJE,56940,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001vfa101021156940.csv
24001VFA101021056940,2025-03-01T00:01:48.329Z,24001VFA,1,0102,10,1,338,GLORIETA DE ADARZO,4,FIN DE VIAJE,56940,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001vfa101021056940.csv
24001VFA101021053940,2025-03-01T00:01:48.329Z,24001VFA,1,0102,10,1,545,JOSE MARIA GONZALEZ TREVILLA 14,3,INICIO DE VIAJE,53940,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001vfa101021053940.csv
24001VFA10101952320,2025-03-01T00:01:48.329Z,24001VFA,1,0101,9,1,545,JOSE MARIA GONZALEZ TREVILLA 14,4,FIN DE VIAJE,52320,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001vfa10101952320.csv
24001VFA10101949380,2025-03-01T00:01:48.329Z,24001VFA,1,0101,9,1,338,GLORIETA DE ADARZO,3,INICIO DE VIAJE,49380,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001vfa10101949380.csv
24001VFA10101849380,2025-03-01T00:01:48.329Z,24001VFA,1,0101,8,1,338,GLORIETA DE ADARZO,4,FIN DE VIAJE,49380,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001vfa10101849380.csv
24001VFA10101846440,2025-03-01T00:01:48.329Z,24001VFA,1,0101,8,1,545,JOSE MARIA GONZALEZ TREVILLA 14,3,INICIO DE VIAJE,46440,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001vfa10101846440.csv
24001VFA10101746440,2025-03-01T00:01:48.329Z,24001VFA,1,0101,7,1,545,JOSE MARIA GONZALEZ TREVILLA 14,4,FIN DE VIAJE,46440,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001vfa10101746440.csv
24001VFA10101743440,2025-03-01T00:01:48.329Z,24001VFA,1,0101,7,1,338,GLORIETA DE ADARZO,3,INICIO DE VIAJE,43440,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001vfa10101743440.csv
24001VFA10101643440,2025-03-01T00:01:48.329Z,24001VFA,1,0101,6,1,338,GLORIETA DE ADARZO,4,FIN DE VIAJE,43440,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001vfa10101643440.csv
24001VFA10101640620,2025-03-01T00:01:48.329Z,24001VFA,1,0101,6,1,545,JOSE MARIA GONZALEZ TREVILLA 14,3,INICIO DE VIAJE,40620,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001vfa10101640620.csv
24001VFA10101539540,2025-03-01T00:01:48.329Z,24001VFA,1,0101,5,1,545,JOSE MARIA GONZALEZ TREVILLA 14,4,FIN DE VIAJE,39540,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001vfa10101539540.csv
24001VFA10101536540,2025-03-01T00:01:48.329Z,24001VFA,1,0101,5,1,338,GLORIETA DE ADARZO,3,INICIO DE VIAJE,36540,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001vfa10101536540.csv
24001VFA10101436540,2025-03-01T00:01:48.329Z,24001VFA,1,0101,4,1,338,GLORIETA DE ADARZO,4,FIN DE VIAJE,36540,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001vfa10101436540.csv
24001VFA10101433720,2025-03-01T00:01:48.329Z,24001VFA,1,0101,4,1,545,JOSE MARIA GONZALEZ TREVILLA 14,3,INICIO DE VIAJE,33720,http://datos.santander.es/api/datos/programacionTUS_horariosLineas/24001vfa10101433720.csv
